🇭🇰港澳台(主线1),#genre#
金光布袋戏「4gTV」,https://v.iill.top/4gtv/4gtv-live144/index.m3u8
原住民族电视「4gTV」,https://v.iill.top/4gtv/4gtv-live014/index.m3u8
客家电视「4gTV」,https://v.iill.top/4gtv/4gtv-4gtv043/index.m3u8
人间卫视「4gTV」,https://v.iill.top/4gtv/4gtv-live008/index.m3u8
大爱电视「4gTV」,https://v.iill.top/4gtv/4gtv-live007/index.m3u8
大爱电视 2「4gTV」,https://v.iill.top/4gtv/4gtv-live106/index.m3u8
好消息 1「4gTV」,https://v.iill.top/4gtv/litv-ftv16/index.m3u8
好消息 2「4gTV」,https://v.iill.top/4gtv/litv-ftv17/index.m3u8
国会频道 1「4gTV」,https://v.iill.top/4gtv/4gtv-4gtv084/index.m3u8
国会频道 2「4gTV」,https://v.iill.top/4gtv/4gtv-4gtv085/index.m3u8
东森购物 一「4gTV」,https://v.iill.top/4gtv/4gtv-live047/index.m3u8
东森购物 二「4gTV」,https://v.iill.top/4gtv/4gtv-live046/index.m3u8
东森购物 三「4gTV」,https://v.iill.top/4gtv/4gtv-live048/index.m3u8
东森购物 四「4gTV」,https://v.iill.top/4gtv/4gtv-live0499/index.m3u8
新唐人亚太「4gTV」,https://v.iill.top/4gtv/4gtv-live050/index.m3u8
博斯运动 一「CatchPlay」,https://hls.iill.top/api/Sports-Network/index.m3u8
博斯运动 二「CatchPlay」,https://hls.iill.top/api/Football-Channel/index.m3u8
博斯无限 一「FainTV」,https://v.iill.top/tw/Unlimited-Channel/index.m3u8
博斯无限 二「FainTV」,https://v.iill.top/tw/Unlimited-Channel-2/index.m3u8
博斯高球 一「FainTV」,https://v.iill.top/tw/Golf-Channel/index.m3u8
博斯高球 二「FainTV」,https://v.iill.top/tw/Golf-Plus/index.m3u8
博斯网球「FainTV」,https://v.iill.top/tw/Tennis-Channel/index.m3u8
博斯魅力「FainTV」,https://v.iill.top/tw/Trendsport-Channel/index.m3u8

🎬电影轮播,#genre#
粤语星爷电影,http://cfss.cc/cdn/huya/11336587.flv
粤语星爷电影,http://cfss.cc/cdn/huya/11336587.flv
渗透电视轮播,http://cfss.cc/cdn/huya/30080244.flv
放映厅播频道,http://cfss.cc/cdn/huya/11602077.flv
刘德华播频道,http://cfss.cc/cdn/huya/11342424.flv
许冠英播频道,http://cfss.cc/cdn/huya/11601972.flv
李连杰播频道,http://cfss.cc/cdn/huya/11342390.flv
甄子丹播频道,http://cfss.cc/cdn/huya/11352935.flv
周润发播频道,http://cfss.cc/cdn/huya/11342387.flv
周星星播频道,http://cfss.cc/cdn/huya/11336587.flv
洪金宝播频道,http://cfss.cc/cdn/huya/11279251.flv
梁家辉播频道,http://cfss.cc/cdn/huya/11342429.flv
洪金宝播频道,http://cfss.cc/cdn/huya/11279251.flv
五福星播频道,http://cfss.cc/cdn/huya/11282233.flv
古天乐播频道,http://cfss.cc/cdn/huya/11602041.flv
邱淑贞播频道,http://cfss.cc/cdn/huya/11352949.flv
周海媚播频道,http://cfss.cc/cdn/huya/11279247.flv
星爷频道,http://cfss.cc/cdn/huya/11342412.flv
英叔频道,http://cfss.cc/cdn/huya/11342421.flv
成龙频道,http://cfss.cc/cdn/huya/11342386.flv
王晶频道,http://cfss.cc/cdn/huya/11602058.flv
沈腾频道,http://cfss.cc/cdn/huya/11601968.flv
黄渤频道,http://cfss.cc/cdn/huya/11352876.flv
吴京频道,http://cfss.cc/cdn/huya/11602041.flv
强森频道,http://cfss.cc/cdn/huya/21059581.flv
玄幻频道,http://cfss.cc/cdn/huya/11342414.flv
喜剧频道,http://cfss.cc/cdn/huya/11352877.flv
港片频道,http://cfss.cc/cdn/huya/11602043.flv
国产频道,http://cfss.cc/cdn/huya/11352973.flv
漫威频道,http://cfss.cc/cdn/huya/11602034.flv
宇宙频道,http://cfss.cc/cdn/huya/11342428.flv
怪兽频道,http://cfss.cc/cdn/huya/21059577.flv
武侠频道,http://cfss.cc/cdn/huya/11342427.flv
警匪频道,http://cfss.cc/cdn/huya/11352886.flv
罪犯频道,http://cfss.cc/cdn/huya/11352962.flv
枪战频道,http://cfss.cc/cdn/huya/21059579.flv
盗墓频道,http://cfss.cc/cdn/huya/21059552.flv
海盗频道,http://cfss.cc/cdn/huya/21059595.flv
推荐频道,http://cfss.cc/cdn/huya/11602041.flv
救援频道,http://cfss.cc/cdn/huya/21059594.flv
热血频道,http://cfss.cc/cdn/huya/11352934.flv
谍战频道,http://cfss.cc/cdn/huya/21059585.flv
战争频道,http://cfss.cc/cdn/huya/21059592.flv
小鬼头播频道,http://cfss.cc/cdn/huya/11352963.flv
陈翔六点频道,http://cfss.cc/cdn/huya/11274154.flv
喜剧专场频道,http://cfss.cc/cdn/huya/11602044.flv
高分动作频道,http://cfss.cc/cdn/huya/11352884.flv
不挤影院频道,http://cfss.cc/cdn/huya/11352897.flv
黑帮斗争频道,http://cfss.cc/cdn/huya/11342419.flv
嫣然影厅频道,http://cfss.cc/cdn/huya/11601977.flv
女神系列频道,http://cfss.cc/cdn/huya/11336571.flv
经典女神频道,http://cfss.cc/cdn/huya/11352909.flv
许氏三杰频道,http://cfss.cc/cdn/huya/11602033.flv
经典港片频道,http://cfss.cc/cdn/huya/11352965.flv
镖行天下频道,http://cfss.cc/cdn/huya/11352969.flv
蘑菇影厅频道,http://cfss.cc/cdn/huya/11601981.flv
搞笑恐怖频道,http://cfss.cc/cdn/huya/11601960.flv
死神来了频道,http://cfss.cc/cdn/huya/11352903.flv
超异能族频道,http://cfss.cc/cdn/huya/21059586.flv
古墓系列频道,http://cfss.cc/cdn/huya/11352913.flv
动作电影频道,http://cfss.cc/cdn/huya/11602077.flv
搞笑喜剧频道,http://cfss.cc/cdn/huya/11342423.flv
欢笑影院频道,http://cfss.cc/cdn/huya/11352894.flv
国产悬疑频道,http://cfss.cc/cdn/huya/11342395.flv
快意江湖频道,http://cfss.cc/cdn/huya/11342435.flv
喜乐影院频道,http://cfss.cc/cdn/huya/21059580.flv
怪兽系列频道,http://cfss.cc/cdn/huya/21059554.flv
杰森斯坦频道,http://cfss.cc/cdn/huya/21059588.flv
武林外传轮播1,https://lvbdcdncmn.inter.71edge.com/tslive/l1/c52_lb_553_300_t10/I67sb6wvoWaxfjPEdSuB8xyBShFln4Poub7LGIzPt5oGLcKaLXD21aR_t20nEIxJFmaf_i6EYQ77gA-gLJ3xOTtq6K7hpgCREwLfbuNMXruJdFta9-ai9bYk4cTMbhQgRh9SCkE3yt46X4E0qOVADDdga3TMRSLnFscFYr-_s4Sd2sgykmnFa4-hdgX9599FiW_RX5VYGH9B1jyj748_CAu4VgqqTDwxUx8w556tCWY7mlb1r84RWuip72e4H8-HkUuBUoFeD4aw9m1HOUfgwx7ixDqJUFOmq9F-LeKLTZ2Ap6fobRuaUiaSqHsCWvuy9XWe5KWBiZv6bUJ8oAuqkA/1a6758d872929c8d41a7629db52a831f7/c52_lb_553_300_t10.m3u8?key=0baa5db205ac0d29618a2e8d7964b7e4e&dis_t=1752408084&uuid=6f1d53dc-6873a014-459&qdpv=3&qd_bid=1&qd_sft=0&pv=0.1&cpt=0
星空卫视频道,http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰电影频道,http://122.224.58.42:85/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
动作电影频道,http://ds920.dsmynas.net:5555/rtp/226.0.2.94:8012%24%E5%B1%B1%E8%A5%BFuni2+
家庭影院频道,http://ds920.dsmynas.net:5555/rtp/226.0.2.240:9820%24%E5%B1%B1%E8%A5%BFuni2+
影迷电影频道,http://ds920.dsmynas.net:5555/rtp/226.0.2.93:8004%24%E5%B1%B1%E8%A5%BFuni2+
重温经典频道,http://120.76.248.139/live/bfgd/4200000635.m3u8
星空卫视频道,http://171.213.220.107:8800/udp/239.93.0.156:2193
星空卫视频道,http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰电影频道,http://122.224.58.42:85/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
动作电影频道,http://ds920.dsmynas.net:5555/rtp/226.0.2.94:8012%24%E5%B1%B1%E8%A5%BFuni2+
家庭影院频道,http://ds920.dsmynas.net:5555/rtp/226.0.2.240:9820%24%E5%B1%B1%E8%A5%BFuni2+
影迷电影频道,http://ds920.dsmynas.net:5555/rtp/226.0.2.93:8004%24%E5%B1%B1%E8%A5%BFuni2+
动作电影频道,http://118.249.22.148:8989/udp/239.76.252.243:9000
家庭影院频道,http://118.249.22.148:8989/udp/239.76.252.241:9000
影迷电影频道,http://118.249.22.148:8989/udp/239.76.252.242:9000
重温经典频道,http://cdn3.132.us.kg/live/cwjd/stream.m3u8
重温经典频道,http://120.76.248.139/live/bfgd/4200000635.m3u8
重温经典频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd

梨园频道,http://183.196.87.176:880/hls/57/index.m3u8
醉拳,https://txmov2.a.kwimgs.com/upic/2021/09/30/18/BMjAyMTA5MzAxODM1NTFfMTI0MzE0NjMyOF81ODEwNDc3MzAzOF8yXzM=_b_B1b01bbe5b567f842b3de0b78109d1907.mp4
双龙会,https://alimov2.a.kwimgs.com/upic/2021/10/01/19/BMjAyMTEwMDExOTA1MDVfMTI0MzE0NjMyOF81ODE5NzY0NzAyOF8yXzM=_b_B6eb284159f267349ab21b64feb3d48ce.mp4
龙门飞甲,http://jsmov2.a.yximgs.com/bs3/video-hls/5203346449046555193_hlsb.m3u8
黄飞鸿之狮王争霸,https://alimov2.a.kwimgs.com/upic/2020/05/15/08/BMjAyMDA1MTUwODQ5NTdfMjEyNDgzMjg2XzI4NTc1ODg4MzEyXzJfMw==_b_Bd4d927d62d45dd2f3e065114d9aebb25.mp4
黄飞鸿之铁鸡斗蜈蚣,http://jsmov2.a.yximgs.com/bs3/video-hls/5250634242822045870_hlsb.m3u8
黄飞鸿之男儿当自强,https://txmov2.a.kwimgs.com/upic/2020/05/16/01/BMjAyMDA1MTYwMTAyMjFfMjEyNDgzMjg2XzI4NjI3OTAwNTc5XzJfMw==_b_Bc1101c249e7355d840c4495b7bfd84a4.mp4
黄飞鸿之壮志凌云,http://jsmov2.a.yximgs.com/bs3/video-hls/5189554175568165120_hlsb.m3u8
义胆雄心,http://jsmov2.a.yximgs.com/bs3/video-hls/5237686462055775486_hlsb.m3u8
东方三侠,http://jsmov2.a.yximgs.com/bs3/video-hls/5222205346628851891_hlsb.m3u8
人在囧途,http://jsmov2.a.yximgs.com/bs3/video-hls/5239093847755471351_hlsb.m3u8
倩女幽魂妖魔道,http://jsmov2.a.yximgs.com/bs3/video-hls/5232901391302199073_hlsb.m3u8
倩女幽魂人间道,http://jsmov2.a.yximgs.com/bs3/video-hls/5250634317044855747_hlsb.m3u8
倩女幽魂道道道,http://jsmov2.a.yximgs.com/bs3/video-hls/5216294367991385255_hlsb.m3u8
A计划,http://jsmov2.a.yximgs.com/bs3/video-hls/5240501212096709355_hlsb.m3u8
九一神雕侠侣,http://jsmov2.a.yximgs.com/bs3/video-hls/5227553349016599035_hlsb.m3u8
九二神雕之痴心情长剑,http://jsmov2.a.yximgs.com/bs3/video-hls/5188428323796620673_hlsb.m3u8
刀剑笑,http://jsmov2.a.yximgs.com/bs3/video-hls/5215168447635500734_hlsb.m3u8
天若有情,http://jsmov2.a.yximgs.com/bs3/video-hls/5246412168297899387_hlsb.m3u8
龙兄虎弟,http://jsmov2.a.yximgs.com/bs3/video-hls/5250352837791566632_hlsb.m3u8
东方秃鹰,http://jsmov2.a.yximgs.com/bs3/video-hls/5218546164654879826_hlsb.m3u8
警察故事,https://ukzy.ukubf3.com/20220402/N3nfxJ6i/index.m3u8

周星星,https://isus.cc/php/huya.php?id=11342412
成龙,https://isus.cc/php/huya.php?id=11342386
林正英,https://isus.cc/php/huya.php?id=11342421
李茶的姑妈,https://isus.cc/php/huya.php?id=880261
王晶,https://isus.cc/php/huya.php?id=11602058
贺岁档,https://isus.cc/php/huya.php?id=11601986
春节喜剧,https://isus.cc/php/huya.php?id=11352897
速肌,https://isus.cc/php/huya.php?id=11279251
刘德华,https://isus.cc/php/huya.php?id=11342424
丧尸来啦,https://isus.cc/php/huya.php?id=11342422
si神来了,https://isus.cc/php/huya.php?id=11352903
诺兰,https://isus.cc/php/huya.php?id=30080257
古天乐,https://isus.cc/php/huya.php?id=29982675
情人节,https://isus.cc/php/huya.php?id=11352915
女神系列,https://isus.cc/php/huya.php?id=11336571
喜剧专场,https://isus.cc/php/huya.php?id=11602044
Han国动作片,https://isus.cc/php/huya.php?id=11352884
香港贺岁片,https://isus.cc/php/huya.php?id=11601955
红楼梦,https://isus.cc/php/huya.php?id=30080221
许氏三杰,https://isus.cc/php/huya.php?id=11602033
玄幻剧场,https://isus.cc/php/huya.php?id=11342414
曾江,https://isus.cc/php/huya.php?id=11601981
动作电影,https://isus.cc/php/huya.php?id=11602077
国产悬疑,https://isus.cc/php/huya.php?id=11342395
尹正,https://isus.cc/php/huya.php?id=30080231
首尔之春,https://isus.cc/php/huya.php?id=30080226
港片追女仔,https://isus.cc/php/huya.php?id=11602043
孙红雷,https://isus.cc/php/huya.php?id=11352917
合家欢,https://isus.cc/php/huya.php?id=11352877
学不会系列,https://isus.cc/php/huya.php?id=11352945
误杀3,https://isus.cc/php/huya.php?id=880219

📽️电视剧场,#genre#
亮剑电视轮播,http://cfss.cc/cdn/huya/30080238.flv
雪豹电视轮播,http://cfss.cc/cdn/huya/29580970.flv
寻秦记播频道,http://cfss.cc/cdn/huya/29465848.flv
寻秦记播频道,http://cfss.cc/cdn/huya/29633850.flv
西游记播频道,http://cfss.cc/cdn/huya/29465859.flv
楚汉骄雄频道,http://cfss.cc/cdn/huya/29465854.flv
陀枪师姐频道,http://cfss.cc/cdn/huya/29465857.flv
法证先锋频道,http://cfss.cc/cdn/huya/29465861.flv
刑事侦缉频道,http://cfss.cc/cdn/huya/29465856.flv
笑看风云频道,http://cfss.cc/cdn/huya/29465858.flv
大唐双龙频道,http://cfss.cc/cdn/huya/29465850.flv
洗冤录播频道,http://cfss.cc/cdn/huya/29465851.flv
金枝欲孽频道,http://cfss.cc/cdn/huya/29465847.flv
野蛮奶奶频道,http://cfss.cc/cdn/huya/23863796.flv
创世纪播频道,http://cfss.cc/cdn/huya/29465852.flv
封神榜播频道,http://cfss.cc/cdn/huya/29465849.flv
神雕侠侣频道,http://cfss.cc/cdn/huya/30454429.flv
妙手仁心频道,http://cfss.cc/cdn/huya/29465853.flv
活佛济公频道,http://cfss.cc/cdn/huya/23903123.flv
倚天屠龙频道,http://cfss.cc/cdn/huya/27834853.flv
鹿鼎记98频道,http://cfss.cc/cdn/huya/26355806.flv
小李飞刀频道,http://cfss.cc/cdn/huya/11342417.flv
水月洞天频道,http://cfss.cc/cdn/huya/21059567.flv
绝代双娇频道,http://cfss.cc/cdn/huya/29465867.flv
风云雄霸频道,http://cfss.cc/cdn/huya/21059612.flv
如懿传播频道,http://cfss.cc/cdn/huya/29465868.flv
芈月传播频道,http://cfss.cc/cdn/huya/11352975.flv
延禧攻略频道,http://cfss.cc/cdn/huya/26355864.flv
王子青蛙频道,http://cfss.cc/cdn/huya/11601964.flv
永夜星河频道,http://cfss.cc/cdn/huya/23734169.flv
玫瑰故事频道,http://cfss.cc/cdn/huya/23865142.flv
漫长季节频道,http://cfss.cc/cdn/huya/11342393.flv
梦华录播频道,http://cfss.cc/cdn/huya/11336590.flv
乌龙院闯频道,http://cfss.cc/cdn/huya/26355767.flv
新楚留香频道,http://cfss.cc/cdn/huya/26355848.flv
新楚留香频道,http://cfss.cc/cdn/huya/23863804.flv
无心法师频道,http://cfss.cc/cdn/huya/30080233.flv
征服频道,http://cfss.cc/cdn/huya/30311494.flv
蜡笔小新频道,http://cfss.cc/cdn/huya/30299353.flv
海绵宝宝频道,http://cfss.cc/cdn/huya/11352919.flv
龙珠频道,http://cfss.cc/cdn/huya/10279885.flv
叮当全集频道,http://cfss.cc/cdn/huya/11601963.flv
樱桃小丸频道,http://cfss.cc/cdn/huya/11342394.flv
猫和老鼠频道,http://cfss.cc/cdn/huya/11352879.flv
精绝古城频道,http://cfss.cc/cdn/huya/11352871.flv
怒晴湘西频道,http://cfss.cc/cdn/huya/11602075.flv
龙岭迷窟频道,http://cfss.cc/cdn/huya/29465863.flv
云南虫谷频道,http://cfss.cc/cdn/huya/11352898.flv
JJ斗地主频道,http://cfss.cc/cdn/huya/14079954.flv
亮剑频道,http://cfss.cc/cdn/huya/30080238.flv
民兵葛二频道,http://cfss.cc/cdn/huya/11602072.flv
我的团长频道,http://cfss.cc/cdn/huya/11352910.flv
铁道游击频道,http://cfss.cc/cdn/huya/11352936.flv
铁梨花播频道,http://cfss.cc/cdn/huya/11352912.flv
康熙微服频道,http://cfss.cc/cdn/huya/11342418.flv
御赐仵作频道,http://cfss.cc/cdn/huya/11352948.flv
新水浒传频道,http://cfss.cc/cdn/huya/11342384.flv
开端频道,http://cfss.cc/cdn/huya/11342397.flv
神探狄仁频道,http://cfss.cc/cdn/huya/11352958.flv
三国演义频道,http://cfss.cc/cdn/huya/11602081.flv
新三国演频道,http://cfss.cc/cdn/huya/11352944.flv
问心频道,http://cfss.cc/cdn/huya/11352890.flv
家有儿女频道,http://cfss.cc/cdn/huya/29774370.flv
全职高手频道,http://cfss.cc/cdn/huya/11352901.flv
炊事班的频道,http://cfss.cc/cdn/huya/19524135.flv
医馆笑传频道,http://cfss.cc/cdn/huya/11352891.flv
杨光生活频道,http://cfss.cc/cdn/huya/11602085.flv
陈情令播频道,http://cfss.cc/cdn/huya/29465862.flv
神医喜来频道,http://cfss.cc/cdn/huya/11601978.flv
大宋提刑频道,http://cfss.cc/cdn/huya/26355856.flv
鹊刀门传频道,http://cfss.cc/cdn/huya/29805872.flv
白鹿原播频道,http://cfss.cc/cdn/huya/11342416.flv
长相思播频道,http://cfss.cc/cdn/huya/11336593.flv
你是我的频道,http://cfss.cc/cdn/huya/11352920.flv
一代枭雄频道,http://cfss.cc/cdn/huya/11342398.flv
庆余年播频道,http://cfss.cc/cdn/huya/11352960.flv
铁齿铜牙频道,http://cfss.cc/cdn/huya/11342396.flv
镖行天下频道,http://cfss.cc/cdn/huya/11352969.flv
雪中悍刀频道,http://cfss.cc/cdn/huya/11336592.flv
星汉灿烂频道,http://cfss.cc/cdn/huya/11336591.flv
将夜频道,http://cfss.cc/cdn/huya/11352885.flv
父母爱情频道,http://cfss.cc/cdn/huya/11602071.flv
大染坊播频道,http://cfss.cc/cdn/huya/11602086.flv
地下交通频道,http://cfss.cc/cdn/huya/11342433.flv
邻里一家频道,http://cfss.cc/cdn/huya/11342426.flv
雍正王朝频道,http://cfss.cc/cdn/huya/11342439.flv
士兵突击频道,http://cfss.cc/cdn/huya/11342430.flv
爱情公寓频道,http://cfss.cc/cdn/huya/11336726.flv
电视剧一频道,http://cfss.cc/cdn/huya/29465862.flv
电视剧二频道,http://cfss.cc/cdn/huya/11336591.flv
电视剧三频道,http://cfss.cc/cdn/huya/21059563.flv
电视剧四频道,http://cfss.cc/cdn/huya/26355783.flv
电视剧五频道,http://cfss.cc/cdn/huya/11352912.flv
电视剧六频道,http://cfss.cc/cdn/huya/11352936.flv
电视剧七频道,http://cfss.cc/cdn/huya/21059630.flv
电视剧八频道,http://cfss.cc/cdn/huya/26355775.flv
电视剧九频道,http://cfss.cc/cdn/huya/21059594.flv
电视剧十频道,http://cfss.cc/cdn/huya/11336592.flv
电视剧十一道,http://cfss.cc/cdn/huya/11602088.flv
雪中悍刀行剧,http://cfss.cc/cdn/huya/11336592.flv
庆余年一轮播,http://cfss.cc/cdn/huya/11352960.flv
庆余年二轮播,http://cfss.cc/cdn/huya/23740156.flv
传闻中的芊芊,http://cfss.cc/cdn/huya/21059608.flv
如懿传电视剧,http://cfss.cc/cdn/huya/29465868.flv
芈月传电视剧,http://cfss.cc/cdn/huya/11352975.flv
延禧攻略轮播,http://cfss.cc/cdn/huya/26355864.flv
与凤行电视剧,http://cfss.cc/cdn/huya/26355866.flv
柳舟记电视剧,http://cfss.cc/cdn/huya/23860039.flv
开端电视轮播,http://cfss.cc/cdn/huya/11342397.flv
我爱男保姆播,http://cfss.cc/cdn/huya/29581262.flv
科幻梦工场播,http://cfss.cc/cdn/huya/15152155.flv
脱口秀大会肆,http://cfss.cc/cdn/huya/30080243.flv
脱口秀大会伍,http://cfss.cc/cdn/huya/11352875.flv
传闻中的芊芊,http://cfss.cc/cdn/huya/21059608.flv
如懿传电视剧,http://cfss.cc/cdn/huya/29465868.flv
芈月传电视剧,http://cfss.cc/cdn/huya/11352975.flv
延禧攻略轮播,http://cfss.cc/cdn/huya/26355864.flv
与凤行电视剧,http://cfss.cc/cdn/huya/26355866.flv
柳舟记电视剧,http://cfss.cc/cdn/huya/23860039.flv
开端电视轮播,http://cfss.cc/cdn/huya/11342397.flv
我爱男保姆播,http://cfss.cc/cdn/huya/29581262.flv
渗透电视轮播,http://cfss.cc/cdn/huya/30080244.flv
亮剑电视轮播,http://cfss.cc/cdn/huya/30080238.flv
雪豹电视轮播,http://cfss.cc/cdn/huya/29580970.flv
雪中悍刀行剧,http://cfss.cc/cdn/huya/11336592.flv
庆余年一轮播,http://cfss.cc/cdn/huya/11352960.flv
庆余年二轮播,http://cfss.cc/cdn/huya/23740156.flv
科幻梦工场播,http://cfss.cc/cdn/huya/15152155.flv
脱口秀大会肆,http://cfss.cc/cdn/huya/30080243.flv
脱口秀大会伍,http://cfss.cc/cdn/huya/11352875.flv

83射雕英雄传,https://yylunbo.ottiptv.cc/yy/1354210357
95神雕侠侣粤,https://yylunbo.ottiptv.cc/yy/1354926637
87经典红楼梦,https://yylunbo.ottiptv.cc/yy/1382745084
新白娘子轮播,https://yylunbo.ottiptv.cc/yy/1354930969
仙剑奇侠传剧,https://yylunbo.ottiptv.cc/yy/1382749903
花千骨电视剧,https://yylunbo.ottiptv.cc/yy/1354943110
鹊刀门传奇剧,https://yylunbo.ottiptv.cc/yy/1355344777
我的体育老师,https://yylunbo.ottiptv.cc/yy/1382745169
如果岁月轮播,https://yylunbo.ottiptv.cc/yy/1382736883
流金岁月轮播,https://yylunbo.ottiptv.cc/yy/1382749906
我的前半生剧,https://yylunbo.ottiptv.cc/yy/1382735564
伪装者电视剧,https://yylunbo.ottiptv.cc/yy/1354936244
火蓝刀锋轮播,https://yylunbo.ottiptv.cc/yy/1382737892
二炮手电视剧,https://yylunbo.ottiptv.cc/yy/1354930964
炮神电视轮播,https://yylunbo.ottiptv.cc/yy/22089862
风筝电视轮播,https://yylunbo.ottiptv.cc/yy/1354931585
武林外传轮播,https://yylunbo.ottiptv.cc/yy/1355652820
星空卫视频道,http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰电影频道,http://122.224.58.42:85/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
动作电影频道,http://ds920.dsmynas.net:5555/rtp/226.0.2.94:8012%24%E5%B1%B1%E8%A5%BFuni2+
家庭影院频道,http://ds920.dsmynas.net:5555/rtp/226.0.2.240:9820%24%E5%B1%B1%E8%A5%BFuni2+
影迷电影频道,http://ds920.dsmynas.net:5555/rtp/226.0.2.93:8004%24%E5%B1%B1%E8%A5%BFuni2+
重温经典频道,http://120.76.248.139/live/bfgd/4200000635.m3u8
古装妖魔频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58_fast_947_1080P_t10/c58_fast_947_1080P_t10.m3u8?d
军旅剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c54_fast_700_1080P_t10/c54_fast_700_1080P_t10.m3u8?d
抗战剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c54_fast_884_1080P_t10/c54_fast_884_1080P_t10.m3u8?d
谍战剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c57_fast_882_1080P_t10/c57_fast_882_1080P_t10.m3u8?d
红色剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c60_fast_1049_1080P_t10/c60_fast_1049_1080P_t10.m3u8?d
家庭剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c59_fast_999_1080P_t10/c59_fast_999_1080P_t10.m3u8?d
泰语剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58_fast_949_1080P_t10/c58_fast_949_1080P_t10.m3u8?d
搞笑剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58_fast_953_1080P_t10/c58_fast_953_1080P_t10.m3u8?d
传奇剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c54_fast_1052_1080P_t10/c54_fast_1052_1080P_t10.m3u8?d
青春剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58_fast_986_1080P_t10/c58_fast_986_1080P_t10.m3u8?d
欢乐剧场频道,http://lvbdcdncmn.inter.ptqy.gitv.tv/tslive/c56_fast_951_1080P_t10/c56_fast_951_1080P_t10.m3u8?d
青春剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58_fast_986_1080P_t10/c58_fast_986_1080P_t10.m3u8?d
甜宠剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c54_fast_877_1080P_t10/c54_fast_877_1080P_t10.m3u8?d
大家剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58_fast_975_1080P_t10/c58_fast_975_1080P_t10.m3u8?d
警匪悬疑频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58_fast_880_1080P_t10/c58_fast_880_1080P_t10.m3u8?d
古装大剧频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c55_fast_879_1080P_t10/c55_fast_879_1080P_t10.m3u8?d
爱情生活频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c59_fast_967_1080P_t10/c59_fast_967_1080P_t10.m3u8?d

🎦家庭影院,#genre#
我不是药神,https://vip.ffzy-play1.com/20221018/478_c3afed66/index.m3u8
让子弹飞,https://vip.ffzy-play7.com/20230116/11563_b9f44814/index.m3u8
倩女幽魂妖魔道,http://jsmov2.a.yximgs.com/bs3/video-hls/5232901391302199073_hlsb.m3u8
倩女幽魂人间道,http://jsmov2.a.yximgs.com/bs3/video-hls/5250634317044855747_hlsb.m3u8
倩女幽魂道道道,http://jsmov2.a.yximgs.com/bs3/video-hls/5216294367991385255_hlsb.m3u8
龙门飞甲,http://jsmov2.a.yximgs.com/bs3/video-hls/5203346449046555193_hlsb.m3u8
寒战1,https://vip.ffzy-play6.com/20221019/157_bf0740ee/index.m3u8
人在囧途,https://vip.ffzy-play.com/20221018/1953_2d6ba500/index.m3u8
人在囧途,http://jsmov2.a.yximgs.com/bs3/video-hls/5239093847755471351_hlsb.m3u8
人在囧途之泰囧,https://vip.ffzy-play.com/20221018/1951_47e1adc8/index.m3u8
人在囧途之港囧,https://vip.ffzy-play7.com/20230112/11082_fde1a94d/index.m3u8
人在囧途之囧妈,https://vip.ffzy-online.com/20230122/54089_b5925cb9/index.m3u8
无间道1,https://vip.ffzy-play6.com/20221017/13_ddfc1740/index.m3u8
拆弹专家1,https://vip.ffzy-online.com/20221015/719_80ff87c2/index.m3u8
拆弹专家2,https://vip.ffzy-online.com/20221015/722_e32c42bc/index.m3u8
卧虎藏龙,https://vip.ffzy-play6.com/20221019/118_1367b8f6/index.m3u8
满城尽带黄金甲,https://vip.ffzy-play2.com/20221022/289_cc1b109c/index.m3u8
绝地战警生死与共,https://v3.tlkqc.com/wjv3/202406/12/gFunRiZvHb75/video/index.m3u8
